id,fecha,pais_de_residencia,provincia_de_espana,ciudad_residencia,situacion_en_espana,profesion,autonomia_economica,familia_edades,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo
U-004274,2021-05-07,España,Palencia,PALENCIA,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,,34-4-2-0,Si,Si,No,Más de 600€,Primera residencia,Pueblos de Palencia,Aún me lo estoy pensando
U-004275,2021-05-07,España,Guadalajara,Uceda,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,Más de 1 año,"16, 15 y 11",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes
U-004276,2021-05-07,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,1 año,46,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
U-004277,2021-05-07,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,1 año,23<32,No,No,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes
U-004278,2021-05-07,Latino América,Ninguna,buenos aires,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercial,,42 y 50,No,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes
U-004279,2021-05-07,España,Málaga,Torre del Mar,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pensionista,,31 y 58,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Palencia,Aún me lo estoy pensando
U-004280,2021-05-08,España,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No estoy en ninguna de esas situaciones,Administrativo,Más de 1 año,"52, 47, 8 y 6",Si,Si,Si,Hasta 600€,Primera residencia,Indiferente,3 meses
U-004281,2021-05-09,Latino América,Ninguna,maipu,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajo de campo,3 meses,48 42 18 16,No,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
U-004282,2021-05-09,Latino América,Ninguna,Envigado,No estoy en ninguna de esas situaciones,Periodista,3 meses,24,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Jaén,6 meses
U-004283,2021-05-09,España,Málaga,Estepona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Logística de transportes,Más de 1 año,42.  39.  11. 8,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
U-004284,2021-05-09,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Logística de transportes,Más de 1 año,"34, 35 y 3 años",Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes
U-004285,2021-05-09,España,León,Ponferrada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,"67, 59, 31, 28, 6 y 5 años",Si,No,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes
U-004286,2021-05-09,España,Alicante,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,3 meses,"43 , 41",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-004287,2021-05-09,España,Málaga,Benalmadena,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Agente de viajes,1 año,60,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-004288,2021-05-09,España,Madrid,Torrejón de Ardoz,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico de Prevención,,41 y 38,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-004289,2021-05-10,España,Jaén,Jaén,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,36,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Jaén,6 meses
U-004290,2021-05-10,Latino América,Ninguna,Pueblo Esther,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,6 meses,46-40-11-6,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,6 meses
U-004291,2021-05-10,España,Palencia,Venta de Baños,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,,35 30,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Palencia,6 meses
U-004292,2021-05-10,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Consultor,,0,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-004293,2021-05-10,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,"47, 46, 11, 7",Si,Si,No,Más de 600€,Primera residencia,Sierra norte de Madrid,3 meses
U-004294,2021-05-10,España,Valencia,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pastor,3 meses,47 y32.,No,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses
U-004295,2021-05-10,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,,0,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
U-004296,2021-05-10,España,Cáceres,Santiago del campo,No estoy en ninguna de esas situaciones,Cocinero,3 meses,"51, 37, 6 meses, 11, 13",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-004298,2021-05-10,España,Cádiz,CHIPIONA,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,,31-42,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Jaén,6 meses
U-004301,2021-05-11,Otro,Ninguna,BS.as,No estoy en ninguna de esas situaciones,Atención al cliente,6 meses,Mí marido 39 hijos Valentín 10 años lissandro 4 años.,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses
U-004302,2021-05-11,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Artes visuales,6 meses,49,Si,Si,No,Hasta 600€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-004303,2021-05-11,España,Madrid,Alcorcón,No estoy en ninguna de esas situaciones,Auxiliar,1 año,29 y 30.,No,Si,Si,Hasta 450€,Primera residencia,Pueblos de Segovia,1 mes
U-004304,2021-05-11,Latino América,Ninguna,Mar de Cobo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,3 meses,"42, 36, 11 y 4 años",No,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
U-004305,2021-05-11,España,Madrid,Meco,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,33,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses
U-004307,2021-05-11,Latino América,Ninguna,MOCOA,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Electricista,3 meses,"36, 32, 2",No,Si,No,Hasta 600€,Primera residencia,Indiferente,6 meses
U-004308,2021-05-11,España,Valladolid,Valladolid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,3 meses,"33, 7",No,No,No,Hasta 450€,Primera residencia,Indiferente,3 meses
U-004310,2021-05-12,Latino América,Ninguna,San Fernando del Valle de Catamarca,No estoy en ninguna de esas situaciones,Maestro,3 meses,26,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-004311,2021-05-12,Latino América,Ninguna,San Jorge,No estoy en ninguna de esas situaciones,Transportista,6 meses,"37, 17, 12",No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-004312,2021-05-12,España,Cádiz,SAN FERNANDO,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,Más de 1 año,48 Y 18,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-004313,2021-05-12,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Marketing y publicidad,,0,No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-004314,2021-05-12,España,León,España,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,,"7,9.",Si,Si,No,Hasta 450€,Segunda residencia,Indiferente,6 meses
U-004315,2021-05-13,Latino América,Ninguna,IBAGUE- TOLIMA- COLOMBIA,No estoy en ninguna de esas situaciones,Logística de transportes,6 meses,"25,7 Y 2 AÑOS",No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
U-004316,2021-05-13,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,74 y 66,No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses
U-004317,2021-05-13,España,Ninguna,Argentina,No estoy en ninguna de esas situaciones,Personal de Educación Infantil,Más de 1 año,10 12 32 32,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
U-004319,2021-05-13,España,Madrid,Móstoles,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Economista,,46,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-004320,2021-05-13,España,Valladolid,Simancas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,Más de 1 año,46 y 14,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Segovia,Aún me lo estoy pensando
U-004321,2021-05-13,España,Salamanca,Salamanca,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Seguridad,,"38,37,10,8 y 1",Si,Si,Si,Hasta 600€,Primera residencia,Indiferente,6 meses
U-004322,2021-05-13,España,Madrid,MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,Más de 1 año,33,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-004323,2021-05-13,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Periodista,1 año,40,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
U-004324,2021-05-13,España,Girona,Riells,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,6 meses,"50,45,18",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses
U-004325,2021-05-13,España,Madrid,Getafe,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Coordinador,Más de 1 año,35 y 34 y 6 años,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-004326,2021-05-13,España,Baleares,Palma,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Médico,,56,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses
U-004329,2021-05-13,España,Madrid,Getafe,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,50 y 48,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses
U-004330,2021-05-14,Latino América,Ninguna,La Victoria,No estoy en ninguna de esas situaciones,Técnico,3 meses,"38, 31, 2, 1",No,Si,No,Hasta 450€,Primera residencia,Indiferente,3 meses
U-004331,2021-05-14,España,Salamanca,SALAMANCA,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor educación especial,6 meses,"45,44,1,73",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Palencia,6 meses
U-004332,2021-05-14,España,Almería,Almeria,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,,"33, 7 , 1",Si,Si,Si,Hasta 450€,Segunda residencia,Pueblos de Jaén,6 meses
U-004333,2021-05-14,Latino América,Ninguna,Buenos Aires,No estoy en ninguna de esas situaciones,Administrativo,3 meses,"43, 37, 8 y 2",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-004334,2021-05-14,España,Granada,Granada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Vigilante,3 meses,27 25,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-004335,2021-05-14,Latino América,Ninguna,Envigado,No estoy en ninguna de esas situaciones,Administrativo,,51 y 63,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Jaén,6 meses
U-004336,2021-05-14,Otro,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,,"45 ,43, 21,15,,11,7",No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-004337,2021-05-15,Latino América,Ninguna,Cañada de Gómez,No estoy en ninguna de esas situaciones,Piloto de avión,3 meses,"45 (2), 21, 15, 8",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes
U-004338,2021-05-15,Latino América,Ninguna,Sancti Spíritus,No estoy en ninguna de esas situaciones,Panadero,3 meses,"31,21, 4, 1",No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-004339,2021-05-15,España,Zaragoza,Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peón,,20,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
U-004341,2021-05-16,Latino América,Ninguna,"San Rafael, Mendoza",Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,"41, 7, 5, 2",No,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses
U-004342,2021-05-16,Latino América,Ninguna,Guayaquil,No estoy en ninguna de esas situaciones,Hostelero,3 meses,38 38 14 7,No,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses
U-004343,2021-05-16,España,Badajoz,sabadell,No estoy en ninguna de esas situaciones,Camarero,3 meses,"40,24,2,8m",No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-004344,2021-05-16,España,Granada,Motril,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Asesor,3 meses,30,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
U-004345,2021-05-16,España,Las Palmas,Tamaraceite,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,6 meses,27,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-004346,2021-05-16,Latino América,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,3,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-004347,2021-05-16,España,Baleares,Palma de Mallorca,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,30,No,Si,Si,Hasta 300€,Primera residencia,Pueblos de Palencia,6 meses
U-004348,2021-05-16,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajador social,,35,No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes
U-004349,2021-05-16,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajador social,,34 30 28 22,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes
U-004350,2021-05-17,España,Madrid,"La Cabrera, Madrid",Tengo nacionalidad española / de un país de la UE / permiso de residencia,Psicólogo,3 meses,71,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-004351,2021-05-17,España,Tarragona,Cambrils,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,39,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-004352,2021-05-17,España,A Coruña,ARTEIXO,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,Más de 1 año,49/40/12/13,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Palencia,6 meses
U-004353,2021-05-17,España,Madrid,Alcorcón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Logopeda,,47- 42- 6- 4,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses
U-004354,2021-05-17,España,Alicante,Gata de Gorgos,No estoy en ninguna de esas situaciones,Cocinero,,43 y 39,No,No,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
U-004355,2021-05-17,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Periodista,,30-30,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-004356,2021-05-17,España,Madrid,colmenar viejo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Fontanero,6 meses,54 52,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses
U-004358,2021-05-17,España,Pontevedra,Vigo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,6 meses,"59, 56, 19 y 14",No,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-004359,2021-05-17,España,Madrid,pozuelo de alarcón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,"57,56",Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Segovia,3 meses
U-004360,2021-05-17,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,6 meses,42 y 33,No,No,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
U-004363,2021-05-18,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Marketing y publicidad,,4,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses
U-004365,2021-05-19,Latino América,Ninguna,Rosario,No estoy en ninguna de esas situaciones,Técnico,6 meses,40 - 39 -16,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,3 meses
U-004366,2021-05-19,Latino América,Ninguna,Viña del Mar,No estoy en ninguna de esas situaciones,Otro,3 meses,"40 (Ruth), 26 (Yo), 24 (Nicolás), 20 (Anaís), 16 (Carmina), 07 (Tomás)",No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-004368,2021-05-19,Latino América,Ninguna,PIURA,No estoy en ninguna de esas situaciones,Soldador,,"41, 40, 13, 5",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-004369,2021-05-19,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,Más de 1 año,"48, 47",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses
U-004370,2021-05-19,España,Baleares,palma de mallorca,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Médico,3 meses,"55, 12, 15",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Jaén,Aún me lo estoy pensando
